sentence,lable
닉네임은 글 시 후. 레벨은 30. 그리고 배치에서 8승 2패로 현재 실버 1 티어였다.,0
2014년 8월 1일 기준 티어는 골드 5 티어. 2016년에 롤 하는 것을 보면 아 칼리를 주로 플레이 한다.,0
정글도 못해도 마스터 상위권 실력 급이다 절대로 무리를 하지 않는다는 게 특징이라면 특징. 솔 랭에선 킬 먹고 신나면 종종 무리를 할 때가 있다 피지 컬 도 상당히 좋아서 혼자 구석에 몰렸을 때 적 팀 4명이 쏟아 내는 논 타겟 스킬을 다 피해 가며 끝내 상대 원 딜( 갱 승제로) 을 잡아내는 명장면을 만들기도 했다.,1
과거 북미 4등이라는 자신의 롤 실력에 대한 자부심이 있는 그에게 그런 슬럼프는 상당한 치명타이기 때문에 그 후에 10일 이상의 폐관 수련을 떠나는 등의 행동을 보이기도 한다.,1
시청자들이 가장 보고 싶은 1대 1 미드 라인 전에서 백크 vs 최기명이 꼽히기도 했었고 서로 미드라 이너로서 실력을 인정한 상태이다.,1
배틀 그라운드를 주 컨텐츠로 삼을 시절에는 솔로에서는 쉽게 죽는 모습 때문에 못 하는 것처럼 보이지만 스쿼드에서 안정적인 백업 플레이와 특유의 수류탄 실력을 자랑한다.,1
사실상 주 키니는 배틀 그라운드 스트리머였지만 요즘은 어몽어스의 플레이 방송이 늘어나면서 배 틀 그라운드의 실력이 퇴화되고 있다 표 커 롤 큐 소속의 유튜버로 자칭 주 키니의 더빙 후배이다.,1
"상대로 나선 조 디 악과 멤버들의 실력이 뛰어났던 것도 있지만, 처음엔 합이 전혀 맞지 않아 매우 고통 받았다.",1
빅 헤드의 레 식 영상을 보면 알겠지만 실력으로는 스트 리머 중에서 낮지 않은 실력이다.,1
카스 고인물답게 FPS 실력도 나쁘지 않아 빅 헤드와 레 식을 자주 하며 2019년 8월 25일에는 레 식 스트 리머 내전에 같은 팀으로 참가했다.,1
티어는 골드 중 상위에서 플래 티 넘 끝자락 사이를 오간다.,1
할 정도로 실력은 출중한 데 17년 당시엔 500위까지 올라갔으며 8 시즌 1 페이지 랭커를 차지하기도 했다.,1
우 왁 굳이 주최한 스트 리머 배틀 그라운드 대전에서 5회 중 3회 우승을 차지할 정도로 뛰어난 배 틀 그라운드 실력을 자랑한다.,1
"다만 빅 헤드 본인은 대회 당시에는 많은 스트 리머들이 배틀 그라운드에 올 인하기 전이라면서 겸손함을 유지하려는 듯. 2017년 9월에는 홍 방장, 다른 스트 리머 검열 삭제 킹 조 디 악, 뻘 짓 전문 등과 함께 듀오, 스쿼드를 하며 많은 이들에게 배틀 그라운드 실력자 버스기사 임을 과시하는 중. 게다가 9월 27일부터 올라온 5개의 영상이 10 킬 은 기본이고, 9월 30일 11시 방송에서 솔 듀오 [28] 26 킬 1등을 하는 등 실력이 매우 높아 지고 있다.2",1
그런 데 정작 본인이 핵 유 저급 실력으로 그 핵 유저들을 잡고 다니면서(...) 시청자들 로부터 개 잘' 핵 '이란 별명을 받았다.,1
과거 본 방송 컨텐츠. 다른 배 틀 로얄 게임에서 하던 실력 어디 안 갔는지 여기서도 어김없이 실력을 뽐내는 중이다.,1
"실력을 단적으로 잘 보여주는 영상 총 35 킬 하는 영상 그 외에 양 아지, 금사향과의 2월 24 일 합방에서 혼자 전체 인원의 30% 정도를 털어 버린 적도 있다!",1
"핵도 때려잡고 다니는 실력자이지만 잦은 튕김, 넘쳐나는 핵 쟁이 들 때문에 고통 받고 있기도 하다.",1
모든 곡을 본인이 직접 작사를 한 프로젝트 유닛 ' 김희 철& 김 정모 '를 통하여 일반 작사가 못 지 않은 작사 실력을 보여준다.,1
"팬들 사이에서는 유명하지만 생각보다 많이 알려 지지 않은 사실. 먼 과거인 2005년부터 유서 깊은 작사 실력의 소유자로, 1집 수록 곡인 Believe부터 우주 겁쟁이의 ' 나비잠 (Sweet Dream) '까지 본인이 작사했다.",1
"많은 가수, 방송인들이 그의 작사 실력에 관해 은유가 뛰어나고 시적이며 감성적이라는 평을 하곤 하지만, 대중들에게 잘 알려 지지 않았다는 것이 아쉬운 점이라면 아쉬운 점. 싸 이월 드에서 서버를 따로 내준 것으로도 유명하다.",1
[26] 초반에는 피 파 온라인 4의 엔진에 대한 이해가 부족해 수비적인 부분에서 어처구니없는 실력을 보여주었으나 서서히 적응을 하더니 2018년 10월 21일 기준으로 챌린저를 찍었다.,1
실력이 아주 좋다 곤 할 수 없지만 팀 빨을 감안해도 준수한 실력으로 성장했다.,1
"월 10일을 기점으로 두 치와 뿌꾸는 약 6번의 스쿼드의 신 매칭이 있었는데, 무려 6 번다 패배하는 대단한 실력을 선보이고 있다.",0
본디 그의 실력을 보고 방송을 즐겨 보는 이가 많아서 헬 퍼 논란 자체가 상당히 안 좋게 작용한 것. 열혈 팬 몇몇도 사라졌고 시청자 수도 많이 감소한 상황이다.,1
이중 열( 타 하하) : 중학교 동창으로 10년 지기 친구. 원래 브론즈 수준이었으나 캬하하에게 롤을 배워 다이아 티어까지 올라온 서포터 유저. 한 때 함께 살기도 할 정도로 친하며 듀오를 할 때는 캬하하가 굉장히 갈군다.,1
가끔 발 컨 이 다시 나오는 영상이 있지만 많이 좋아진 편. 실력이 좋아진 이유는 본인이 밝히길 기존에 패드로 플레이하던 방식에서 키 마 중심으로 방식을 바꿨기 때문이라고 한다.,1
"건축도 잘하고 파쿠 르도 잘해서 영상들이 올라오긴 하지만 마플은 처음 블 로그를 할 때 부터 커맨드나 회로를 다뤄 왔고, 이 실력으로 마인 빌드 팀에 가입하기도 했던 만큼 기술로 먹고사는 사람이다.",1
"분명 라디오 중 흥얼거리는 부분만 들어보면 상당한 실력의 소유자인데... 노래를 부르면서 계속 웃는 듯 우는 듯한 목소리를 내서 얻은 별명이 노래하는 고트, 염소 창법, 눈의 goat 채팅 창 드립으로 내 안의 흑염소가 날뛰고 있어' 가 생겨나기도 했다.",1
"실제로 과거 영상 중에 상당히 잘 부른 클립들도 존재하며, 지금도 마음 먹고 부를 때는 거리낌없이 잘 부르는 것을 보면 노래 실력을 일부러 숨기려 한다 기보다는 방송의 재미를 위해 염소 창법으로 부르는 것에 가까운 듯하다.",1
"[15] 욕도 적게 하며 어린 목소리와 해맑음, 이유를 불문하고 터져나오는 웃음 덕분에 이상적인 여동생 같다며 좋아하는 팬 덤이 많은 편. 상술한 대로 웃음이 많은 편이며 반응도 실시간으로 잘해 줬던지라 시청자나 타 스트 리머들의 개그를 곧잘 받아 주는 걸 넘어서 그들의 예상조차 넘어서는 리액션을 보여주기도 하고 처참한 게임 실력과 실력 외의 실수, 낮은 항마력 등으로 팬 덤은 괴롭히는 모습이 귀여워서 일부러 괴롭히는 행위를 즐기기도 했다.",0
그러나 편집자가 댓 글의 피드백을 다 읽고 수용하는 모습을 보이고 팬들과 적극적인 소통을 함으로써 현재는 모두 만족하는 상태. 그리고 최근에는 수준급 편집 실력을 보여주고 있다.,1
특징으로는 실력이 좋지 못하여 죽는 장면이 매 영상마다 여러 번 나온다.,0
컨셉은 실력 방송보다는 예능 배 그다.,0
그리고 김 계정이 답 글로 도전장을 내미는 것 자체가 자신보다 실력이 낮은 것. 언제든지 상대해 준다고 도발을 하였다.,0
요즘은 확 킬 충 덕분에 실력이 상승하고 있다.,1
니란 게임으로 겜 라마라는 웹드라마도 만든 걸 보면 스토리텔링과 편집 실력은 상당히 높은 걸로 보인다.,1
# 그림 실력이 좋은 듯하다.,1
[16] 컨트롤 실력도 뛰어나다고,1
는 할 수 없어도 처음에 게임을 하는 사람 치고는 평균 이상은 하는 실력을 자랑한다.,1
"다만 적응을 완료하고 나서 실력이 정점에 이르렀다가 점점 못 해지는, 소위 풍화되었다는 말이 있다.",0
물론 가끔 씩 놀랄 만한 실력을 보이며 클리어 하는 경우도 있다.,1
2019년 들어 숙원사업이라며 다시금 꺼 내들었지만 한동안 안한 탓인지 더욱 더 퇴보한 실력을 보여준 지라 클리어는 언제 일지 요원하기만 할 뿐. 홀스 사장의 증언으로는 허 준 에게 방송을 배우고 싶어서 허풍의 신에 출연했다고,0
"본인 입으로 "" 나는 판 수가 많아 지면 무조건 올라갈 수밖에 없다"" 고 말할 정도로 자신의 실력에 대한 자부심이 대단하다.",1
여러 방송에서 나온 말로 골드 티어 대라는 추측이 많은 편. 압도 시절 실론 즈 유 저가 커뮤니티에 징징 글 쓰는 것에 대해 지적한 적이 있다 공략을 상당히 잘 쓰는 편으로 예를 들어 압도의 대표적인 픽으로 꼽히는 카 사 딘 의 경우 굉장히 정확한 포인트를 찝어내는 공략을 통해 [55] 한국에서 천상계를 제외하고 약캐로 통하던 카 사 딘 을 다른 지역과 같은 필 밴 캐릭터로 끌어올리는 데에 혁혁한 공을 세웠다.,1
"말하자면 실력 하나만큼은 롤 판에 있어 최강의 솔랭전사로 봐도 무방하고, 그 실력 만큼은 확실히 검증되어 왔지만, 그동안 해 온 행적을 보았을 때 현재 롤 판 최고의 문제 아라고 할 수 있다.",1
(2017 년 4~5 월경) 롤 실력과는 별개로 정말 못한다.,0
"허나 카카오 TV의 네 임드 PD 들인 괴물 쥐, PAKA, 랄로, 치 쯔 스틱 등 들과 함께 하며 실력이 늘었다.",1
이후 워크 래프트 3 카오스를 할 때 굉장한 실력으로 당시 카오스 고수들에게 실력을 인정 받았었다.,1
"월경에, 'Tar ar ais' 라는 아이디를 가진 플레이 어가 한 자릿수의 패배로 천상계에 입성했다.",1
[42] 그는 11월 10일에 챌린저에 입성하게 되었는데 실력으로 보나 플레이하는 챔프를 보나 압도 임을 부정할 수 없다.,1
"이미 실력은 확실히 검증되어 있고, 방송에서 상당히 친절한 설명을 곁들여 주는 관계로, Dopa로 플레이하는 방송 자체는 큰 문제 없이 잘 진행하고 있다.2014",1
월 13일 부 계정 Dopa0 의 승률은 무려 88% [43] 20 연승을 기록하며 괴 랄스러운 실력을 자랑하고 있다.,1
이러나 저러나 솔 랭 전사로는 최고의 실력을 보여주고 있다.,1
하지만 다리 우스인지 실력이 영 좋지 않았다.,0
10월 4 일 골드 3 티어 .10 월 12일 중국 서버 랭킹 5위. 이후 한국으로 돌아왔다.,1
118승 28패로 승률은 81% 10승 0 패 골드 5에 배치 받았다.1,1
"솔랭에서의 실력이 워낙 압도적이기에 프로선수들을 비교해 까 내리는 건 기본이고, 롤 유 저인 당사자들이 그렇게 고통 받는 트롤, 재미 혹은 대리로 인한 양학 문제를 직업 삼아 대놓고 한 인간임에도 불구하고 미친 듯이 신봉하는 데 정신이 없다.",1
"2019년 상반기부터 는 그리핀과 담 원, 샌 드박스 게이 밍 등 롤챌스에서 올라온 팀들이지만 어린 선수들이 주축이 된 팀들이 막강한 실력을 보여주면서 LCK를 휩쓸고 있는 것도 이를 뒷받침한다.",1
[55] 이렇게 위상이 높은 LCK 이지만 특히 더 위상이 높은 포지션은 탑. LCK 탑 솔의 계보를 보자면 막 눈- 샤이- 플 레임- 임팩트 -루 퍼- 마린- 스맵- 큐 베- 칸- 기인- 너구리로 이어지고 다른 지역과 비교도 할 수 없는 엄청난 실력을 자랑한다.,1
[15] 오버 워치 점수는 78점 [16 ]으로 상당한 실력자였으며 겐지를 제일 잘했었다.,1
"인터넷 방송인으로 활동하면서 유명세를 얻자 그의 개발 실력에 대해 "" 엄청난 능력을 지닌 개발자인데 시대를 잘못 타고 나서 저 평가 받았대!",1
그러나 그를 두고 실력 없는 개발자라고 평가하기도 어렵다.,1
"평균 승수나 12승 빈도가 높은 편이지만, 잘 하는 캐릭터와 못 하는 캐릭터의 편차가 심한 편이라 초고 수라 하긴 약간 애매한 실력. 총 도전 수 39평 균 승수 7.012 승 횟수 712승 개꿀 덱 투기장 성적표 [ 펼치기 · 접기 ] 일자 클래스 최종 승수 비고 [3 ]151016 마법사 12 불덩이 피날레 덱 151011 마법사 9 아 핵 쓰네",0
"가장 높이 기록한 티 어는 플레티넘이며, 아 칼리 장인이다.",1
[9] 브론즈 계정으로는 아 칼리 승률 90%를 달성하며 한때 아 칼리 랭킹 1위를 기록하기도 했다.,0
클래 시 로얄을 하는 크리에 이 터 중 레벨 자체는 상대적으로 매우 낮은 편. [8] 클래 시 로얄 실력이 그다지 좋지 않은 편이라 ( 최대 트로피 4300) 주로 예능덱이나 실험 콘텐츠를 주로 하는 편이다.,0
